year,period,date,sha_code,org_code,org_name,total_available,general_acute_available,learning_disabilities_available,maternity_available,mental_illness_available,total_occupied,general_acute_occupied,learning_disabilities_occupied,maternity_occupied,mental_illness_occupied
2016,September,9/1/16,Y54,TAE,MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST,255,0,0,0,255,241,0,0,0,241
2016,September,9/1/16,Y54,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,160,0,8,0,152,137,0,6,0,131
2016,September,9/1/16,Y55,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,180,46,0,0,134,161,40,0,0,121
2016,September,9/1/16,Y55,R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,160,160,0,0,0,152,152,0,0,0
2016,September,9/1/16,Y55,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,539,514,0,25,0,457,447,0,10,0
2016,September,9/1/16,Y55,RBK,WALSALL HEALTHCARE NHS TRUST,511,478,0,33,0,452,429,0,22,0
2016,September,9/1/16,Y55,RC1,BEDFORD HOSPITAL NHS TRUST,401,371,0,30,0,385,363,0,22,0
2016,September,9/1/16,Y55,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,657,577,0,80,0,586,540,0,46,0
2016,September,9/1/16,Y55,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",437,412,0,25,0,382,365,0,17,0
2016,September,9/1/16,Y55,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,513,460,0,53,0,446,410,0,36,0
2016,September,9/1/16,Y55,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,656,602,0,54,0,635,602,0,34,0
2016,September,9/1/16,Y55,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,607,573,0,34,0,498,480,0,18,0
2016,September,9/1/16,Y55,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,513,482,0,31,0,463,445,0,18,0
2016,September,9/1/16,Y55,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,224,224,0,0,0,177,177,0,0,0
2016,September,9/1/16,Y55,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,649,582,0,67,0,534,500,0,34,0
2016,September,9/1/16,Y55,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,444,402,0,42,0,364,348,0,16,0
2016,September,9/1/16,Y55,RGQ,IPSWICH HOSPITAL NHS TRUST,608,570,0,38,0,536,518,0,19,0
2016,September,9/1/16,Y55,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,490,449,0,41,0,366,353,0,14,0
2016,September,9/1/16,Y55,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,987,930,0,57,0,873,841,0,31,0
2016,September,9/1/16,Y55,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,1028,84,77,0,867,929,75,61,0,792
2016,September,9/1/16,Y55,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,493,453,0,40,0,423,392,0,31,0
2016,September,9/1/16,Y55,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1304,1242,0,62,0,1207,1154,0,53,0
2016,September,9/1/16,Y55,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,496,448,0,48,0,434,410,0,24,0
2016,September,9/1/16,Y55,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,637,589,0,48,0,555,527,0,28,0
2016,September,9/1/16,Y55,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1132,1063,0,69,0,1052,1041,0,12,0
2016,September,9/1/16,Y55,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,159,159,0,0,0,124,124,0,0,0
2016,September,9/1/16,Y55,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,876,840,0,36,0,781,750,0,32,0
2016,September,9/1/16,Y55,RLQ,WYE VALLEY NHS TRUST,283,266,0,17,0,260,247,0,14,0
2016,September,9/1/16,Y55,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,316,300,0,16,0,290,276,0,15,0
2016,September,9/1/16,Y55,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,136,26,0,110,0,71,9,0,61,0
2016,September,9/1/16,Y55,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,179,0,12,0,167,147,0,9,0,138
2016,September,9/1/16,Y55,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1057,968,0,89,0,934,889,0,45,0
2016,September,9/1/16,Y55,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,438,0,17,0,421,373,0,6,0,368
2016,September,9/1/16,Y55,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,778,735,0,43,0,653,627,0,27,0
2016,September,9/1/16,Y55,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,643,594,0,49,0,622,589,0,33,0
2016,September,9/1/16,Y55,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,773,713,0,60,0,684,645,0,38,0
2016,September,9/1/16,Y55,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,320,124,4,0,192,303,118,3,0,183
2016,September,9/1/16,Y55,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,237,0,0,0,237,219,0,0,0,219
2016,September,9/1/16,Y55,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,266,232,0,0,34,229,202,0,0,27
2016,September,9/1/16,Y55,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,537,482,0,55,0,491,464,0,27,0
2016,September,9/1/16,Y55,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,236,199,0,37,0,182,169,0,13,0
2016,September,9/1/16,Y55,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,508,466,0,42,0,480,446,0,35,0
2016,September,9/1/16,Y55,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,1498,1392,0,106,0,1385,1317,0,69,0
2016,September,9/1/16,Y55,RRD,NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,314,0,0,0,314,310,0,0,0,310
2016,September,9/1/16,Y55,RRE,SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST,328,0,22,0,306,298,0,18,0,280
2016,September,9/1/16,Y55,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,105,105,0,0,0,85,85,0,0,0
2016,September,9/1/16,Y55,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1056,1056,0,0,0,1017,1017,0,0,0
2016,September,9/1/16,Y55,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,308,67,7,0,233,256,56,4,0,197
2016,September,9/1/16,Y55,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,1041,969,0,72,0,890,846,0,44,0
2016,September,9/1/16,Y55,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1139,982,0,157,0,1018,884,0,134,0
2016,September,9/1/16,Y55,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1642,1504,0,138,0,1393,1299,0,94,0
2016,September,9/1/16,Y55,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,755,683,0,73,0,636,619,0,17,0
2016,September,9/1/16,Y55,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,695,647,0,48,0,588,551,0,37,0
2016,September,9/1/16,Y55,RWN,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,463,75,10,0,378,445,67,10,0,368
2016,September,9/1/16,Y55,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,784,714,0,70,0,691,654,0,37,0
2016,September,9/1/16,Y55,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1614,1504,0,110,0,1348,1279,0,70,0
2016,September,9/1/16,Y55,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,771,709,0,62,0,655,611,0,45,0
2016,September,9/1/16,Y55,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,287,0,0,0,287,275,0,0,0,275
2016,September,9/1/16,Y55,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,672,0,0,0,672,644,0,0,0,644
2016,September,9/1/16,Y55,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,754,696,0,58,0,661,632,0,30,0
2016,September,9/1/16,Y55,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,79,74,5,0,0,73,70,3,0,0
2016,September,9/1/16,Y55,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,59,59,0,0,0,46,46,0,0,0
2016,September,9/1/16,Y55,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,88,0,34,0,55,58,0,15,0,42
2016,September,9/1/16,Y55,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,336,0,95,0,241,296,0,75,0,221
2016,September,9/1/16,Y55,RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,181,0,0,0,181,160,0,0,0,160
2016,September,9/1/16,Y55,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,35,35,0,0,0,10,10,0,0,0
2016,September,9/1/16,Y55,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,240,240,0,0,0,224,224,0,0,0
2016,September,9/1/16,Y55,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,214,0,58,0,156,174,0,40,0,134
2016,September,9/1/16,Y56,R1H,BARTS HEALTH NHS TRUST,1882,1682,0,200,0,1685,1547,0,138,0
2016,September,9/1/16,Y56,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,1059,990,0,69,0,951,905,0,46,0
2016,September,9/1/16,Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1032,949,0,77,6,897,852,0,44,1
2016,September,9/1/16,Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,172,172,0,0,0,118,118,0,0,0
2016,September,9/1/16,Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,504,455,0,49,0,460,418,0,42,0
2016,September,9/1/16,Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,493,431,0,62,0,423,402,0,21,0
2016,September,9/1/16,Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,393,176,12,0,204,354,163,10,0,181
2016,September,9/1/16,Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,413,358,0,55,0,361,314,0,47,0
2016,September,9/1/16,Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",968,906,0,62,0,913,855,0,59,0
2016,September,9/1/16,Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1091,993,0,98,0,864,814,0,50,0
2016,September,9/1/16,Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,983,890,0,94,0,812,727,0,85,0
2016,September,9/1/16,Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,514,453,0,61,0,481,435,0,46,0
2016,September,9/1/16,Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,974,908,0,66,0,912,861,0,51,0
2016,September,9/1/16,Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1336,1216,0,120,0,1256,1165,0,92,0
2016,September,9/1/16,Y56,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,331,268,0,51,12,254,211,0,32,11
2016,September,9/1/16,Y56,RKL,WEST LONDON MENTAL HEALTH NHS TRUST,772,20,0,0,752,719,13,0,0,706
2016,September,9/1/16,Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,282,271,0,0,11,230,221,0,0,9
2016,September,9/1/16,Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,8,8,0,0,0,6,6,0,0,0
2016,September,9/1/16,Y56,RPG,OXLEAS NHS FOUNDATION TRUST,458,0,12,0,446,402,0,8,0,393
2016,September,9/1/16,Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,182,182,0,0,0,149,149,0,0,0
2016,September,9/1/16,Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,884,710,0,175,0,756,618,0,138,0
2016,September,9/1/16,Y56,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,426,386,0,40,0,331,303,0,27,0
2016,September,9/1/16,Y56,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,416,0,0,0,416,362,0,0,0,362
2016,September,9/1/16,Y56,RRP,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",498,0,0,0,498,496,0,0,0,496
2016,September,9/1/16,Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,890,807,0,71,12,726,663,0,55,8
2016,September,9/1/16,Y56,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,382,382,0,0,0,353,353,0,0,0
2016,September,9/1/16,Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,895,82,24,0,789,813,74,15,0,724
2016,September,9/1/16,Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,892,795,0,97,0,691,647,0,44,0
2016,September,9/1/16,Y56,RWK,EAST LONDON NHS FOUNDATION TRUST,974,51,7,0,916,799,24,5,0,770
2016,September,9/1/16,Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1191,1051,0,140,0,963,879,0,84,0
2016,September,9/1/16,Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,118,118,0,0,0,96,96,0,0,0
2016,September,9/1/16,Y56,TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,186,0,4,0,182,169,0,2,0,167
2016,September,9/1/16,Y57,R1C,SOLENT NHS TRUST,133,57,10,0,66,116,49,8,0,59
2016,September,9/1/16,Y57,R1F,ISLE OF WIGHT NHS TRUST,334,254,0,23,57,298,245,0,8,44
2016,September,9/1/16,Y57,R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,0,0,0,0,0,0,0,0,0,0
2016,September,9/1/16,Y57,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,493,435,0,58,0,386,365,0,21,0
2016,September,9/1/16,Y57,RA3,WESTON AREA HEALTH NHS TRUST,265,265,0,0,0,265,265,0,0,0
2016,September,9/1/16,Y57,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,342,319,0,23,0,316,304,0,12,0
2016,September,9/1/16,Y57,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,809,736,0,73,0,701,652,0,48,0
2016,September,9/1/16,Y57,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,416,387,0,29,0,352,339,0,12,0
2016,September,9/1/16,Y57,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,484,444,0,40,0,391,373,0,19,0
2016,September,9/1/16,Y57,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,336,301,0,35,0,276,264,0,12,0
2016,September,9/1/16,Y57,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,306,294,0,12,0,262,254,0,8,0
2016,September,9/1/16,Y57,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,661,642,0,19,0,630,611,0,19,0
2016,September,9/1/16,Y57,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,570,509,0,61,0,503,468,0,35,0
2016,September,9/1/16,Y57,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,121,121,0,0,0,109,109,0,0,0
2016,September,9/1/16,Y57,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1370,1299,0,72,0,1280,1220,0,61,0
2016,September,9/1/16,Y57,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,222,0,0,0,222,208,0,0,0,208
2016,September,9/1/16,Y57,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,554,551,0,3,0,504,503,0,1,0
2016,September,9/1/16,Y57,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,776,731,0,45,0,651,625,0,26,0
2016,September,9/1/16,Y57,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,389,240,0,0,149,342,214,0,0,128
2016,September,9/1/16,Y57,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,803,760,0,43,0,684,663,0,21,0
2016,September,9/1/16,Y57,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1156,1089,0,67,0,1043,1010,0,33,0
2016,September,9/1/16,Y57,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1036,985,0,51,0,969,928,0,41,0
2016,September,9/1/16,Y57,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,691,644,0,46,0,575,549,0,26,0
2016,September,9/1/16,Y57,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,280,164,0,0,116,258,154,0,0,103
2016,September,9/1/16,Y57,RK9,PLYMOUTH HOSPITALS NHS TRUST,931,868,0,63,0,813,780,0,33,0
2016,September,9/1/16,Y57,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,517,487,0,30,0,486,465,0,21,0
2016,September,9/1/16,Y57,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,896,814,4,78,0,727,692,1,35,0
2016,September,9/1/16,Y57,RN7,DARTFORD AND GRAVESHAM NHS TRUST,539,499,0,40,0,518,488,0,30,0
2016,September,9/1/16,Y57,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,546,151,0,0,395,503,132,0,0,370
2016,September,9/1/16,Y57,RNZ,SALISBURY NHS FOUNDATION TRUST,484,460,0,24,0,420,406,0,14,0
2016,September,9/1/16,Y57,RPA,MEDWAY NHS FOUNDATION TRUST,541,494,0,47,0,512,486,0,26,0
2016,September,9/1/16,Y57,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,65,65,0,0,0,39,39,0,0,0
2016,September,9/1/16,Y57,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,975,929,0,46,0,895,855,0,40,0
2016,September,9/1/16,Y57,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1223,1111,0,112,0,1081,987,0,95,0
2016,September,9/1/16,Y57,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,568,515,0,53,0,461,431,0,29,0
2016,September,9/1/16,Y57,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,667,625,0,42,0,596,569,0,27,0
2016,September,9/1/16,Y57,RTQ,2GETHER NHS FOUNDATION TRUST,227,0,16,0,211,184,0,6,0,178
2016,September,9/1/16,Y57,RVJ,NORTH BRISTOL NHS TRUST,947,880,0,55,12,901,855,0,39,7
2016,September,9/1/16,Y57,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,539,0,0,0,539,469,0,0,0,469
2016,September,9/1/16,Y57,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1069,1012,0,57,0,965,923,0,42,0
2016,September,9/1/16,Y57,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,552,63,42,0,447,504,57,29,0,418
2016,September,9/1/16,Y57,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,792,744,0,48,0,753,721,0,32,0
2016,September,9/1/16,Y57,RWV,DEVON PARTNERSHIP NHS TRUST,284,0,5,0,279,270,0,5,0,265
2016,September,9/1/16,Y57,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,219,46,16,0,157,188,39,12,0,137
2016,September,9/1/16,Y57,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,605,0,10,0,595,598,0,8,0,590
2016,September,9/1/16,Y57,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,757,727,0,30,0,686,659,0,27,0
2016,September,9/1/16,Y57,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,891,817,0,74,0,820,762,0,58,0
2016,September,9/1/16,Y57,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,770,713,0,57,0,705,665,0,40,0
2016,September,9/1/16,Y57,RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,206,0,7,0,199,191,0,5,0,185
2016,September,9/1/16,Y57,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,514,0,13,0,501,479,0,9,0,471
2016,September,9/1/16,Y57,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,973,913,0,60,0,907,871,0,35,0
2016,December,12/1/16,Y54,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,697,641,0,56,0,509,499,0,10,0
2016,December,12/1/16,Y54,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,740,708,0,32,0,628,610,0,18,0
2016,December,12/1/16,Y54,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,705,668,0,37,0,645,612,0,32,0
2016,December,12/1/16,Y54,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,142,142,0,0,0,126,126,0,0,0
2016,December,12/1/16,Y54,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,233,226,0,0,7,189,184,0,0,5
2016,December,12/1/16,Y54,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,573,546,0,27,0,487,469,0,18,0
2016,December,12/1/16,Y54,RBV,THE CHRISTIE NHS FOUNDATION TRUST,174,174,0,0,0,154,154,0,0,0
2016,December,12/1/16,Y54,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1041,995,0,46,0,931,900,0,31,0
2016,December,12/1/16,Y54,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,329,301,0,28,0,281,266,0,15,0
2016,December,12/1/16,Y54,RCF,AIREDALE NHS FOUNDATION TRUST,371,331,0,40,0,321,304,0,16,0
2016,December,12/1/16,Y54,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,163,138,0,0,25,120,102,0,0,18
2016,December,12/1/16,Y54,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,330,299,7,24,0,291,281,4,6,0
2016,December,12/1/16,Y54,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,708,0,0,0,661,661,0,0,0
2016,December,12/1/16,Y54,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,74,74,0,0,0,48,48,0,0,0
2016,December,12/1/16,Y54,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,128,30,0,98,0,78,18,0,60,0
2016,December,12/1/16,Y54,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,167,167,0,0,0,146,146,0,0,0
2016,December,12/1/16,Y54,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,392,340,0,52,0,341,319,0,22,0
2016,December,12/1/16,Y54,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,455,431,0,24,0,402,384,0,18,0
2016,December,12/1/16,Y54,RGD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,416,0,29,0,387,352,0,11,0,341
2016,December,12/1/16,Y54,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1586,1503,0,83,0,1469,1409,0,60,0
2016,December,12/1/16,Y54,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,817,746,0,71,0,679,645,0,35,0
2016,December,12/1/16,Y54,RJN,EAST CHESHIRE NHS TRUST,351,323,0,28,0,281,268,0,12,0
2016,December,12/1/16,Y54,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,548,486,0,62,0,500,474,0,26,0
2016,December,12/1/16,Y54,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,766,732,0,34,0,630,614,0,16,0
2016,December,12/1/16,Y54,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,865,803,0,62,0,709,675,0,34,0
2016,December,12/1/16,Y54,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,732,732,0,0,0,668,668,0,0,0
2016,December,12/1/16,Y54,RMC,BOLTON NHS FOUNDATION TRUST,661,583,0,78,0,570,525,0,45,0
2016,December,12/1/16,Y54,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,491,462,0,29,0,454,434,0,20,0
2016,December,12/1/16,Y54,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,598,558,0,40,0,502,482,0,20,0
2016,December,12/1/16,Y54,RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,150,0,10,0,140,120,0,4,0,116
2016,December,12/1/16,Y54,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,892,808,0,84,0,740,704,0,36,0
2016,December,12/1/16,Y54,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,777,777,0,0,0,747,747,0,0,0
2016,December,12/1/16,Y54,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,537,487,0,16,34,500,457,0,13,30
2016,December,12/1/16,Y54,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1770,1631,0,139,0,1610,1547,0,64,0
2016,December,12/1/16,Y54,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",508,481,0,28,0,436,416,0,21,0
2016,December,12/1/16,Y54,RT2,PENNINE CARE NHS FOUNDATION TRUST,504,0,0,0,504,452,0,0,0,452
2016,December,12/1/16,Y54,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1523,1442,0,81,0,1284,1243,0,41,0
2016,December,12/1/16,Y54,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1010,924,0,43,42,829,777,0,23,29
2016,December,12/1/16,Y54,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,979,933,0,46,0,849,825,0,24,0
2016,December,12/1/16,Y54,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,303,0,9,0,295,286,0,8,0,278
2016,December,12/1/16,Y54,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,745,690,0,55,0,594,571,0,23,0
2016,December,12/1/16,Y54,RV9,HUMBER NHS FOUNDATION TRUST,227,0,20,0,207,187,0,13,0,174
2016,December,12/1/16,Y54,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,661,615,0,46,0,559,543,0,17,0
